prompt_name,pair_id,true_category,true_score,predicted_category,predicted_score,format_is_correct,error_message,raw_response
P-01_zero_shot,3902837341-cand_8018,⚫ STRONG NO,14.5,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The CV lacks any mention of programming languages (object-oriented, scripting, or database query languages) as required by the job posting."",
      ""There is no evidence of experience with cloud technologies, containerization, or microservices."",
      ""The CV does not demonstrate experience with data pipelines, data integration, or working with research data standards."",
      ""No mention of front-end web development frameworks like React or Angular."",
      ""The CV focuses on design and CAD, which is not aligned with the software development responsibilities outlined in the job posting.""
    ],
    ""final_summary"": ""The candidate's CV shows no alignment with the core technical requirements of the Software Developer 3 role, particularly in programming languages, data handling, and modern development practices.""
  }
}
```"
P-01_zero_shot,3888938861-cand_4264,🟢 STRONG YES,92.5,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's resume lists responsibilities related to VAT software, ledger management, and liaison with the VAT office, which are entirely unrelated to the core requirements of a Concrete Finisher role."",
      ""There is no mention of any experience in pouring, placing, or finishing concrete, setting forms, or using concrete finishing tools."",
      ""The resume does not indicate any relevant certifications such as OSHA, nor does it mention physical labor capabilities or willingness to travel to job sites."",
      ""The candidate's listed skills are administrative and financial, not operational or construction-related.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates no relevant experience or skills for a Concrete Finisher position, making them a complete mismatch for the role.""
  }
}
```"
P-01_zero_shot,3904993414-cand_8098,🔴 WEAK NO,39.5,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's CV lists skills related to database design, SQL, and data management, which are entirely unrelated to the requirements of a CNA Med Surg role."",
      ""There is no mention of patient care, medical assistance, vital signs, or any healthcare-related experience in the candidate's CV."",
      ""The CV does not indicate a high school diploma or GED, nor does it mention CPR certification, both of which are required for the position.""
    ],
    ""final_summary"": ""The candidate's skills and experience are completely misaligned with the requirements of a CNA Med Surg position, indicating no relevant qualifications.""
  }
}
```"
P-01_zero_shot,3904361946-cand_4035,🟠 MAYBE,59.5,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The CV does not contain any keywords or experience related to legal secretarial duties, litigation, transactional law, or any of the required software (iManage, 3E, Elite)."",
      ""The CV focuses entirely on design and manufacturing support, which is completely unrelated to the legal secretary role."",
      ""There is no mention of legal document preparation, filing, court coordination, legal research, or client liaison."",
      ""The required typing speed (60 WPM) and attention to detail for legal documents are not addressed in the CV."",
      ""The CV does not indicate any legal industry experience, let alone the required 5 years in commercial/business law.""
    ],
    ""final_summary"": ""The candidate's CV demonstrates experience solely in design and manufacturing, with no overlap or relevant skills for a Legal Secretary role, making them a definitive mismatch.""
  }
}
```"
P-01_zero_shot,3899522876-cand_6486,⚫ STRONG NO,14.5,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The CV lists responsibilities related to VAT software, ledger management, and tax office liaison, which are entirely unrelated to interior design."",
      ""There is no mention of any design skills, software proficiency (Revit, AutoCAD, 3D rendering), or experience in hospitality or residential design."",
      ""The candidate's listed experience does not align with any of the core requirements of the Interior Designer role, including design conceptualization, drawing sets, or construction documentation.""
    ],
    ""final_summary"": ""The candidate's CV demonstrates no relevant experience or skills for an Interior Designer role, focusing instead on financial and administrative tasks.""
  }
}
```"
P-01_zero_shot,3904999530-cand_3602,🔴 WEAK NO,39.5,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's resume lists responsibilities related to VAT (Value Added Tax) software, ledger management, and liaison with the VAT office, which are entirely unrelated to supply chain and operations."",
      ""There is no mention of any experience in purchasing, logistics, production planning, warehousing, quality assurance, demand planning, or any other core supply chain functions."",
      ""The resume does not indicate a Bachelor's degree in a relevant field or any experience in an analytical role within a supply chain/operational setting."",
      ""No mention of Microsoft Office suite proficiency, Excel skills, or ERP experience.""
    ],
    ""final_summary"": ""The candidate's experience is entirely focused on VAT and tax-related tasks, with no overlap or indication of skills relevant to the Supply Chain Associate role.""
  }
}
```"
P-01_zero_shot,3904934520-cand_9320,⚫ STRONG NO,14.5,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 19
}
]",
P-01_zero_shot,3902835338-cand_9354,⚫ STRONG NO,14.5,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 18
}
]",
P-01_zero_shot,3905859472-cand_2679,⚫ STRONG NO,14.5,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 17
}
]",
P-01_zero_shot,3891007413-cand_4572,⚫ STRONG NO,14.5,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 16
}
]",
P-01_zero_shot,3900074180-cand_5884,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 15
}
]",
P-01_zero_shot,3905367079-cand_7492,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 13
}
]",
P-01_zero_shot,3898165416-cand_3662,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 12
}
]",
P-01_zero_shot,3895209465-cand_2582,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 11
}
]",
P-01_zero_shot,3904091304-cand_3022,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 10
}
]",
P-01_zero_shot,3895214984-cand_5964,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 9
}
]",
P-01_zero_shot,3901948396-cand_1638,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's resume focuses entirely on banking and audit experience, with no mention of sales, account management, or client relationship building."",
      ""There is no indication of experience in updating client contact information, assessing product needs, or negotiating agreements regarding pricing, lead time, or quantity."",
      ""The resume does not demonstrate the high energy or communication/relationship-building skills required for an Account Manager role."",
      ""The candidate's experience is in a completely different industry and functional area than what is required for this sales-oriented position.""
    ],
    ""final_summary"": ""The candidate's extensive banking and audit experience is completely misaligned with the requirements of an Account Manager role focused on sales, client relations, and product needs assessment.""
  }
}
```"
P-01_zero_shot,3894590967-cand_5890,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's resume lists skills related to construction and project management, which are entirely unrelated to the culinary and hospitality requirements of the Cook position."",
      ""There is no mention of food preparation, cooking techniques, kitchen sanitation, or any experience in a restaurant or hotel environment."",
      ""The candidate lacks the required Food Handler's Certification and any demonstrable experience in food service.""
    ],
    ""final_summary"": ""The candidate's resume indicates a background in construction and project management, with no relevant experience or skills for a Cook position in a hotel setting.""
  }
}
```"
P-01_zero_shot,3903802691-cand_4007,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's CV lists administrative support and OHS-related skills, with no mention of legal experience, personal injury, or litigation."",
      ""There is no indication of legal qualifications, such as being licensed to practice law in Florida."",
      ""The candidate's experience does not align with any of the core responsibilities or requirements of a Pre-Suit Personal Injury Associate/Attorney, such as handling caseloads, negotiating settlements, or conducting depositions.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates experience solely in administrative and OHS support roles, with no relevant legal background or qualifications, making them a definitive mismatch for this attorney position.""
  }
}
```"
P-01_zero_shot,3895545346-cand_204,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The CV lists skills related to apparel sourcing and garment sourcing, which are completely unrelated to the merchandising and stocking responsibilities of the job posting."",
      ""There is no mention of experience in retail, grocery, merchandising, stocking, or any of the physical labor requirements outlined in the job description."",
      ""The CV does not demonstrate any of the 'helpful experience' or 'basic qualifications' required for the position, such as transportation, driver's license, or experience with product movement.""
    ],
    ""final_summary"": ""The candidate's resume indicates experience in apparel sourcing and garment sourcing, which has no relevance to the physical merchandising and stocking duties required for this position, making them a strong no.""
  }
}
```"
P-01_zero_shot,3887470995-cand_6115,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The CV lists responsibilities related to VAT software and tax compliance, which are entirely unrelated to nursing."",
      ""There is no mention of any nursing qualifications, licenses, certifications (BLS, ACLS), or experience in any healthcare setting, let alone Neuro ICU."",
      ""The candidate's listed skills and experience are in accounting/taxation, not patient care or medical procedures.""
    ],
    ""final_summary"": ""The candidate's CV indicates a background in VAT software and tax compliance, with no relevant experience or qualifications for a Neuro ICU Registered Nurse position.""
  }
}
```"
P-01_zero_shot,3895228410-cand_8021,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's CV focuses entirely on Machine Learning (ML) and Natural Language Processing (NLP) skills and experience."",
      ""There is no mention of cell therapy, viral immunology, genetic manipulation, flow cytometry, or any of the core scientific techniques required by the job posting."",
      ""The candidate's background is in ML/AI, which is completely unrelated to the R&D Scientist role in cell therapy.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates expertise solely in Machine Learning and NLP, with no overlap or relevant experience in cell therapy, immunology, or the required laboratory techniques, making them a definitive non-fit for the role.""
  }
}
```"
P-01_zero_shot,3891251823-cand_8637,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's CV lists skills related to design and manufacturing (CAD Drawings, Design Optimization, Manufacturing Support), which are not relevant to the Personal Assistant role."",
      ""There is no mention of administrative tasks, schedule management, correspondence handling, travel coordination, or meeting organization."",
      ""No experience as a Personal Assistant or in a similar administrative role is indicated."",
      ""Skills like organizational, time management, attention to detail, and communication skills, crucial for a Personal Assistant, are not explicitly stated or demonstrated in the provided CV points.""
    ],
    ""final_summary"": ""The candidate's listed skills and experience are entirely unrelated to the requirements of a Personal Assistant role, indicating a complete mismatch.""
  }
}
```"
P-01_zero_shot,3903481129-cand_6707,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's experience is entirely in administrative support and OHS/safety roles, with no mention of drafting, technical drawing, architectural drawing, or CAD software."",
      ""The candidate's listed skills (scheduling, filing, OHS policy development, risk assessment) are completely unrelated to the core requirements of a Design Drafter role."",
      ""There is no indication of any experience in interior design principles or a relevant degree/certification in drafting or architecture.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates no relevant skills or experience for a Design Drafter position, making them a definitive mismatch for the role.""
  }
}
```"
P-01_zero_shot,3894604087-cand_2580,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's CV lists 'Management Trainee' and general skills like 'Mechanical Systems', 'Maintenance & Troubleshooting', 'Performance Analysis', 'Project Support', 'Process Improvement', 'Training & Development', and 'Administrative Support', none of which align with the core requirements of a Postdoctoral Researcher in atmospheric sciences."",
      ""The CV lacks any mention of atmospheric sciences, aerosol-cloud interaction, climate modeling, or related research areas."",
      ""There is no indication of a PhD in a relevant field, which is a mandatory qualification."",
      ""The experience described is not related to scientific research, data analysis from atmospheric models or observations, or publishing in peer-reviewed journals.""
    ],
    ""final_summary"": ""The candidate's resume shows no alignment with the essential qualifications and research focus of the Postdoctoral Researcher position in atmospheric sciences.""
  }
}
```"
P-01_zero_shot,3894604082-cand_2184,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The CV lists generic technical support skills and does not demonstrate any experience in materials science, metallurgy, nuclear engineering, or related fields."",
      ""There is no mention of research and development, modeling, simulations, casting operations, laser welding, additive manufacturing, or materials characterization."",
      ""The CV lacks any academic qualifications (Master's or PhD) in the specified scientific or engineering disciplines."",
      ""There is no indication of experience with security clearances or handling specialized materials."",
      ""The CV does not align with any of the core technical requirements or desired qualifications outlined in the job posting.""
    ],
    ""final_summary"": ""The candidate's resume is entirely misaligned with the technical requirements and qualifications of the job posting, indicating a complete lack of relevant experience and education.""
  }
}
```"
P-01_zero_shot,3894932959-cand_3318,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The CV lists generic technical support skills and does not demonstrate any experience in academic records, transfer credit evaluation, or student information systems."",
      ""There is no mention of experience with university policies, FERPA, or customer service in an academic setting."",
      ""The candidate's listed skills are entirely unrelated to the core responsibilities of an Academic Records Coordinator, such as analyzing course descriptions, maintaining articulation tables, or processing student records.""
    ],
    ""final_summary"": ""The candidate's resume is completely misaligned with the requirements of the Academic Records Coordinator role, lacking any relevant experience or skills in higher education administration or academic records management.""
  }
}
```"
P-01_zero_shot,3887485428-cand_1629,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's CV focuses exclusively on Machine Learning and NLP technical skills."",
      ""There is no mention of sales, business ownership, community engagement, or client relationship building."",
      ""The CV does not demonstrate any experience relevant to publishing, advertising, or local business outreach."",
      ""The candidate's background is entirely technical and does not align with the core requirements of a business owner role in a lifestyle publication company.""
    ],
    ""final_summary"": ""The candidate's resume is entirely focused on technical Machine Learning skills and shows no alignment with the business ownership, sales, and community engagement requirements of the City Lifestyle role.""
  }
}
```"
P-01_zero_shot,3903803528-cand_3295,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's CV lists experience in apparel sourcing and garment quality, which is completely unrelated to the requirements of an optometrist role."",
      ""There is no mention of any medical, healthcare, or optometry-related experience, education, or skills."",
      ""The CV does not demonstrate any qualifications or experience in conducting eye exams, prescribing lenses, diagnosing eye conditions, or advising on eye health.""
    ],
    ""final_summary"": ""The candidate's background in apparel sourcing is entirely irrelevant to the optometrist position, indicating a complete lack of qualification for the role.""
  }
}
```"
P-01_zero_shot,3894544780-cand_8657,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's experience is in Internal Audit Assistance, Voucher & Bill Verification, Cost Sheet Analysis, and Expense Verification, which are entirely unrelated to physical therapy."",
      ""There is no mention of any medical qualifications, degrees, or experience in patient care, rehabilitation, or physical therapy."",
      ""The skills listed (organizational skills, adaptability, intrinsic motivation, people skills) are generic and do not demonstrate any relevant expertise for a physical therapist role.""
    ],
    ""final_summary"": ""The candidate's resume indicates a background in financial auditing and verification, with no discernible experience or qualifications in physical therapy, making them a complete mismatch for the role.""
  }
}
```"
